Gospel	ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Implicit GRC	Implicit LA	Utterance GRC	Utterance LA	Polarity GRC	Polarity LA	SoA	Dinamicity	Control	Ambiguous modal reading	Modal type	Notional domain	Subtype / degree	Inevitability / prospective	Function	Synoptic
 john	jh07_17	b.JOH.7.17	θέλω	volo	ἐάν τις θέλῃ τὸ θέλημα αὐτοῦ ποιεῖν , γνώσεται περὶ τῆς διδαχῆς πότερον ἐκ τοῦ θεοῦ ἐστιν ἢ ἐγὼ ἀπ’ ἐμαυτοῦ λαλῶ.	si quis voluerit voluntatem eius facere cognoscet de doctrina utrum ex Deo sit an ego a me ipso loquar	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	intention				
 john	jh07_34	b.JOH.7.34	δύναμαι	possum	ζητήσετέ με καὶ οὐχ εὑρήσετέ με , καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν .	quaeretis me et non invenietis et ubi sum ego vos non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-inherent			
 john	jh07_34	b.JOH.7.34	δύναμαι	possum	ζητήσετέ με καὶ οὐχ εὑρήσετέ με , καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν .	quaeretis me et non invenietis et ubi sum ego vos non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-imposed			
 john	jh07_36	b.JOH.7.36	δύναμαι	possum	τίς ἐστιν ὁ λόγος οὗτος ὃν εἶπεν· ζητήσετέ με καὶ οὐχ εὑρήσετέ με , καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν ;	quis est hic sermo quem dixit quaeretis me et non invenietis et ubi sum ego non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-inherent			
 john	jh07_36	b.JOH.7.36	δύναμαι	possum	τίς ἐστιν ὁ λόγος οὗτος ὃν εἶπεν· ζητήσετέ με καὶ οὐχ εὑρήσετέ με , καὶ ὅπου εἰμὶ ἐγὼ ὑμεῖς οὐ δύνασθε ἐλθεῖν ;	quis est hic sermo quem dixit quaeretis me et non invenietis et ubi sum ego non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-imposed			
 john	jh07_39	b.JOH.7.39	μέλλω	turus	τοῦτο δὲ εἶπεν περὶ τοῦ πνεύματος ὃ ἔμελλον λαμβάνειν οἱ πιστεύσαντες εἰς αὐτόν · οὔπω γὰρ ἦν πνεῦμα, ὅτι Ἰησοῦς οὐδέπω ἐδοξάσθη.	hoc autem dixit de Spiritu quem accep turi erant credentes in eum non enim erat Spiritus quia Iesus nondum fuerat glorificatus	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	prospective		
 john	jh07_44	b.JOH.7.44	ἐθέλω	volo	τινὲς δὲ ἤθελον ἐξ αὐτῶν πιάσαι αὐτόν , ἀλλ’ οὐδεὶς ἐπέβαλεν ἐπ’ αὐτὸν τὰς χεῖρας.	quidam autem ex ipsis volebant adprehendere eum sed nemo misit super illum manus	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	intention				
 john	jh08_06	b.JOH.8.6	ἔχω	possum	τοῦτο δὲ ἔλεγον πειράζοντες αὐτόν, ἵνα ἔχωσιν κατηγορεῖν αὐτοῦ . ὁ δὲ Ἰησοῦς κάτω κύψας τῷ δακτύλῳ κατέγραφεν εἰς τὴν γῆν.	haec autem dicebant temptantes eum ut possent accusare eum Iesus autem inclinans se deorsum digito scribebat in terra	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh08_19	b.JOH.8.19	not preselected	forsitan	ἔλεγον οὖν αὐτῷ· ποῦ ἐστιν ὁ πατήρ σου; ἀπεκρίθη Ἰησοῦς· οὔτε ἐμὲ οἴδατε οὔτε τὸν πατέρα μου· εἰ ἐμὲ ᾔδειτε, καὶ τὸν πατέρα μου ἂν ᾔδειτε.	dicebant ergo ei ubi est Pater tuus respondit Iesus neque me scitis neque Patrem meum si me sciretis forsitan et Patrem meum sciretis	false	false		non-interrogative		affirmative	true	false	ambiguous	false	epistemic		possible			
 john	jh08_21	b.JOH.8.21	δύναμαι	possum	Εἶπεν οὖν πάλιν αὐτοῖς· ἐγὼ ὑπάγω καὶ ζητήσετέ με, καὶ ἐν τῇ ἁμαρτίᾳ ὑμῶν ἀποθανεῖσθε· ὅπου ἐγὼ ὑπάγω ὑμεῖς οὐ δύνασθε ἐλθεῖν .	dixit ergo iterum eis Iesus ego vado et quaeretis me et in peccato vestro moriemini quo ego vado vos non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-inherent			
 john	jh08_21	b.JOH.8.21	δύναμαι	possum	Εἶπεν οὖν πάλιν αὐτοῖς· ἐγὼ ὑπάγω καὶ ζητήσετέ με, καὶ ἐν τῇ ἁμαρτίᾳ ὑμῶν ἀποθανεῖσθε· ὅπου ἐγὼ ὑπάγω ὑμεῖς οὐ δύνασθε ἐλθεῖν .	dixit ergo iterum eis Iesus ego vado et quaeretis me et in peccato vestro moriemini quo ego vado vos non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-imposed			
 john	jh08_22	b.JOH.8.22	δύναμαι	possum	ἔλεγον οὖν οἱ Ἰουδαῖοι· μήτι ἀποκτενεῖ ἑαυτόν, ὅτι λέγει· ὅπου ἐγὼ ὑπάγω ὑμεῖς οὐ δύνασθε ἐλθεῖν ;	dicebant ergo Iudaei numquid interficiet semet ipsum quia dicit quo ego vado vos non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-inherent			
 john	jh08_22	b.JOH.8.22	δύναμαι	possum	ἔλεγον οὖν οἱ Ἰουδαῖοι· μήτι ἀποκτενεῖ ἑαυτόν, ὅτι λέγει· ὅπου ἐγὼ ὑπάγω ὑμεῖς οὐ δύνασθε ἐλθεῖν ;	dicebant ergo Iudaei numquid interficiet semet ipsum quia dicit quo ego vado vos non potestis venire	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	true	dynamic	possibility	participant-imposed			
 john	jh08_43	b.JOH.8.43	δύναμαι	possum	διὰ τί τὴν λαλιὰν τὴν ἐμὴν οὐ γινώσκετε; ὅτι οὐ δύνασθε ἀκούειν τὸν λόγον τὸν ἐμόν .	quare loquellam meam non cognoscitis quia non potestis audire sermonem meum	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh08_44	b.JOH.8.44	θέλω	volo	ὑμεῖς ἐκ τοῦ πατρὸς τοῦ διαβόλου ἐστὲ καὶ τὰς ἐπιθυμίας τοῦ πατρὸς ὑμῶν θέλετε ποιεῖν . ἐκεῖνος ἀνθρωποκτόνος ἦν ἀπ’ ἀρχῆς καὶ ἐν τῇ ἀληθείᾳ οὐκ ἔστηκεν, ὅτι οὐκ ἔστιν ἀλήθεια ἐν αὐτῷ. ὅταν λαλῇ τὸ ψεῦδος, ἐκ τῶν ἰδίων λαλεῖ, ὅτι ψεύστης ἐστὶν καὶ ὁ πατὴρ αὐτοῦ.	vos ex patre diabolo estis et desideria patris vestri vultis facere ille homicida erat ab initio et in veritate non stetit quia non est veritas in eo cum loquitur mendacium ex propriis loquitur quia mendax est et pater eius	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 john	jh09_04	b.JOH.9.4	δεῖ	oportet	ἡμᾶς δεῖ ἐργάζεσθαι τὰ ἔργα τοῦ πέμψαντός με ἕως ἡμέρα ἐστίν · ἔρχεται νὺξ ὅτε οὐδεὶς δύναται ἐργάζεσθαι .	me oportet operari opera eius qui misit me donec dies est venit nox quando nemo potest operari	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	situational	inevitability		
 john	jh09_04b	b.JOH.9.4	δύναμαι	possum	ἡμᾶς δεῖ ἐργάζεσθαι τὰ ἔργα τοῦ πέμψαντός με ἕως ἡμέρα ἐστίν · ἔρχεται νὺξ ὅτε οὐδεὶς δύναται ἐργάζεσθαι .	me oportet operari opera eius qui misit me donec dies est venit nox quando nemo potest operari	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh09_16	b.JOH.9.16	δύναμαι	possum	ἔλεγον οὖν ἐκ τῶν Φαρισαίων τινές· οὐκ ἔστιν οὗτος παρὰ θεοῦ ὁ ἄνθρωπος, ὅτι τὸ σάββατον οὐ τηρεῖ. ἄλλοι δὲ ἔλεγον· πῶς δύναται ἄνθρωπος ἁμαρτωλὸς τοιαῦτα σημεῖα ποιεῖν ; καὶ σχίσμα ἦν ἐν αὐτοῖς.	dicebant ergo ex Pharisaeis quidam non est hic homo a Deo quia sabbatum non custodit alii dicebant quomodo potest homo peccator haec signa facere et scisma erat in eis	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent		rhetoric	
 john	jh09_27	b.JOH.9.27	θέλω	volo	ἀπεκρίθη αὐτοῖς· εἶπον ὑμῖν ἤδη καὶ οὐκ ἠκούσατε· τί πάλιν θέλετε ἀκούειν; μὴ καὶ ὑμεῖς θέλετε αὐτοῦ μαθηταὶ γενέσθαι ;	respondit eis dixi vobis iam et audistis quid iterum vultis audire numquid et vos vultis discipuli eius fieri	false	false	interrogative	interrogative	affirmative	affirmative	true	true	ambiguous	false	deontic	volition				
 john	jh09_27b	b.JOH.9.27	θέλω	volo	ἀπεκρίθη αὐτοῖς· εἶπον ὑμῖν ἤδη καὶ οὐκ ἠκούσατε· τί πάλιν θέλετε ἀκούειν; μὴ καὶ ὑμεῖς θέλετε αὐτοῦ μαθηταὶ γενέσθαι ;	respondit eis dixi vobis iam et audistis quid iterum vultis audire numquid et vos vultis discipuli eius fieri	false	false	interrogative	interrogative	negative	affirmative	true	true	true	false	deontic	intention				
 john	jh09_33	b.JOH.9.33	δύναμαι	possum	εἰ μὴ ἦν οὗτος παρὰ θεοῦ, οὐκ ἠδύνατο ποιεῖν οὐδέν .	nisi esset hic a Deo non poterat facere quicquam	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh10_16	b.JOH.10.16	δεῖ	oportet	καὶ ἄλλα πρόβατα ἔχω ἃ οὐκ ἔστιν ἐκ τῆς αὐλῆς ταύτης· κἀκεῖνα δεῖ με ἀγαγεῖν καὶ τῆς φωνῆς μου ἀκούσουσιν, καὶ γενήσονται μία ποίμνη, εἷς ποιμήν.	et alias oves habeo quae non sunt ex hoc ovili et illas oportet me adducere et vocem meam audient et fiet unum ovile unus pastor	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	acceptability	absolutely necessary			
 john	jh10_18	b.JOH.10.18	ἐξουσίαν ἔχω	potestatem habeo	οὐδεὶς αἴρει αὐτὴν ἀπ’ ἐμοῦ, ἀλλ’ ἐγὼ τίθημι αὐτὴν ἀπ’ ἐμαυτοῦ. ἐξουσίαν ἔχω θεῖναι αὐτήν , καὶ ἐξουσίαν ἔχω πάλιν λαβεῖν αὐτήν · ταύτην τὴν ἐντολὴν ἔλαβον παρὰ τοῦ πατρός μου.	nemo tollit eam a me sed ego pono eam a me ipso potestatem habeo ponendi eam et potestatem habeo iterum sumendi eam hoc mandatum accepi a Patre meo	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh10_18b	b.JOH.10.18	ἐξουσίαν ἔχω	potestatem habeo	οὐδεὶς αἴρει αὐτὴν ἀπ’ ἐμοῦ, ἀλλ’ ἐγὼ τίθημι αὐτὴν ἀπ’ ἐμαυτοῦ. ἐξουσίαν ἔχω θεῖναι αὐτήν , καὶ ἐξουσίαν ἔχω πάλιν λαβεῖν αὐτήν · ταύτην τὴν ἐντολὴν ἔλαβον παρὰ τοῦ πατρός μου.	nemo tollit eam a me sed ego pono eam a me ipso potestatem habeo ponendi eam et potestatem habeo iterum sumendi eam hoc mandatum accepi a Patre meo	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh10_21	b.JOH.10.21	δύναμαι	possum	ἄλλοι ἔλεγον· ταῦτα τὰ ῥήματα οὐκ ἔστιν δαιμονιζομένου· μὴ δαιμόνιον δύναται τυφλῶν ὀφθαλμοὺς ἀνοῖξαι ;	alii dicebant haec verba non sunt daemonium habentis numquid daemonium potest caecorum oculos aperire	false	false	interrogative	interrogative	negative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent		rhetoric	
 john	jh10_29	b.JOH.10.29	δύναμαι	possum	ὁ πατήρ μου ὃ δέδωκέν μοι πάντων μεῖζόν ἐστιν, καὶ οὐδεὶς δύναται ἁρπάζειν ἐκ τῆς χειρὸς τοῦ πατρός .	Pater meus quod dedit mihi maius omnibus est et nemo potest rapere de manu Patris mei	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 john	jh10_35	b.JOH.10.35	δύναμαι	possum	εἰ ἐκείνους εἶπεν θεοὺς πρὸς οὓς ὁ λόγος τοῦ θεοῦ ἐγένετο, καὶ οὐ δύναται λυθῆναι ἡ γραφή ,	si illos dixit deos ad quos sermo Dei factus est et non potest solvi scriptura	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	situational			
 john	jh10_38	b.JOH.10.38	not preselected	volo	εἰ δὲ ποιῶ, κἂν ἐμοὶ μὴ πιστεύητε, τοῖς ἔργοις πιστεύετε, ἵνα γνῶτε καὶ γινώσκητε ὅτι ἐν ἐμοὶ ὁ πατὴρ κἀγὼ ἐν τῷ πατρί.	si autem facio et si mihi non vultis credere operibus credite ut cognoscatis et credatis quia in me est Pater et ego in Patre	false	false		non-interrogative		negative	true	ambiguous	true	false	deontic	volition				
 john	jh11_37	b.JOH.11.37	δύναμαι	possum	τινὲς δὲ ἐξ αὐτῶν εἶπαν· οὐκ ἐδύνατο οὗτος ὁ ἀνοίξας τοὺς ὀφθαλμοὺς τοῦ τυφλοῦ ποιῆσαι ἵνα καὶ οὗτος μὴ ἀποθάνῃ ;	quidam autem dixerunt ex ipsis non poterat hic qui aperuit oculos caeci facere ut et hic non moreretur	false	false	interrogative	interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 john	jh11_51	b.JOH.11.51	μέλλω	turus est	τοῦτο δὲ ἀφ’ ἑαυτοῦ οὐκ εἶπεν, ἀλλ’ ἀρχιερεὺς ὢν τοῦ ἐνιαυτοῦ ἐκείνου ἐπροφήτευσεν ὅτι ἔμελλεν Ἰησοῦς ἀποθνῄσκειν ὑπὲρ τοῦ ἔθνους ,	hoc autem a semet ipso non dixit sed cum esset pontifex anni illius prophetavit quia Iesus mori turus erat pro gente	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		
 john	jh12_21	b.JOH.12.21	θέλω	volo	οὗτοι οὖν προσῆλθον Φιλίππῳ τῷ ἀπὸ Βηθσαϊδὰ τῆς Γαλιλαίας καὶ ἠρώτων αὐτὸν λέγοντες· κύριε, θέλομεν τὸν Ἰησοῦν ἰδεῖν .	hii ergo accesserunt ad Philippum qui erat a Bethsaida Galilaeae et rogabant eum dicentes domine volumus Iesum videre	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	ambiguous	false	deontic	volition				
