Gospel	ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Implicit GRC	Implicit LA	Utterance GRC	Utterance LA	Polarity GRC	Polarity LA	SoA	Dinamicity	Control	Ambiguous modal reading	Modal type	Notional domain	Subtype / degree	Inevitability / prospective	Function	Synoptic
 mark	mk11_03	b.MAR.11.3	χρείαν ἔχω	necessarius	καὶ ἐάν τις ὑμῖν εἴπῃ· τί ποιεῖτε τοῦτο; εἴπατε· ὁ κύριος αὐτοῦ χρείαν ἔχει , καὶ εὐθὺς αὐτὸν ἀποστέλλει πάλιν ὧδε.	et si quis vobis dixerit quid facitis dicite quia Domino necessarius { pullum } est et continuo illum dimittet huc	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	dynamic	necessity	participant-imposed			sf
 mark	mk12_14	b.MAR.12.14	ἔξεστι	licet	καὶ ἐλθόντες λέγουσιν αὐτῷ· διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός· οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων, ἀλλ’ ἐπ’ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις· ἔξεστιν δοῦναι κῆνσον Καίσαρι ἢ οὔ { ἔξεστιν δοῦναι κῆνσον Καίσαρι } ; δῶμεν ἢ μὴ δῶμεν;	qui venientes dicunt ei magister scimus quoniam verax es et non curas quemquam nec enim vides in faciem hominis sed in veritate viam Dei doces licet dari tributum Caesari an non dabimus	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	acceptability	absolutely necessary			sβ
 mark	mk12_38	b.MAR.12.38	ἐθέλω	volo	Καὶ ἐν τῇ διδαχῇ αὐτοῦ ἔλεγεν· βλέπετε ἀπὸ τῶν γραμματέων τῶν θελόντων ἐν στολαῖς περιπατεῖν καὶ ἀσπασμοὺς ἐν ταῖς ἀγοραῖς	et dicebat eis in doctrina sua cavete a scribis qui volunt in stolis ambulare et salutari in foro	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				sdelta
 mark	mk12_38	b.MAR.12.38	ἐθέλω	volo	Καὶ ἐν τῇ διδαχῇ αὐτοῦ ἔλεγεν· βλέπετε ἀπὸ τῶν γραμματέων τῶν θελόντων ἐν στολαῖς περιπατεῖν καὶ ἀσπασμοὺς ἐν ταῖς ἀγοραῖς	et dicebat eis in doctrina sua cavete a scribis qui volunt in stolis ambulare et salutari in foro	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				sdelta
 mark	mk12_38	b.MAR.12.38	ἐθέλω	volo	Καὶ ἐν τῇ διδαχῇ αὐτοῦ ἔλεγεν· βλέπετε ἀπὸ τῶν γραμματέων τῶν θελόντων ἐν στολαῖς περιπατεῖν καὶ ἀσπασμοὺς ἐν ταῖς ἀγοραῖς	et dicebat eis in doctrina sua cavete a scribis qui volunt in stolis ambulare et salutari in foro	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				sdelta
 mark	mk12_38	b.MAR.12.38	ἐθέλω	volo	Καὶ ἐν τῇ διδαχῇ αὐτοῦ ἔλεγεν· βλέπετε ἀπὸ τῶν γραμματέων τῶν θελόντων ἐν στολαῖς περιπατεῖν καὶ ἀσπασμοὺς ἐν ταῖς ἀγοραῖς	et dicebat eis in doctrina sua cavete a scribis qui volunt in stolis ambulare et salutari in foro	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	deontic	volition				sdelta
 mark	mk13_07	b.MAR.13.7	δεῖ	oportet	ὅταν δὲ ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων , μὴ θροεῖσθε· δεῖ γενέσθαι, ἀλλ’ οὔπω τὸ τέλος.	cum audieritis autem bella et opiniones bellorum ne timueritis oportet enim fieri sed nondum finis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational	inevitability		sc
 mark	mk13_10	b.MAR.13.10	δεῖ	oportet	καὶ εἰς πάντα τὰ ἔθνη πρῶτον δεῖ κηρυχθῆναι τὸ εὐαγγέλιον .	et in omnes gentes primum oportet praedicari evangelium	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	authority	obligation			
 mark	mk13_14	b.MAR.13.14	δεῖ	debeo	Ὅταν δὲ ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως ἑστηκότα ὅπου οὐ δεῖ { ἐστηκέναι } , ὁ ἀναγινώσκων νοείτω, τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν εἰς τὰ ὄρη,	cum autem videritis abominationem desolationis stantem ubi non debet { stare } qui legit intellegat tunc qui in Iudaea sunt fugiant in montes	false	false	non-interrogative	non-interrogative	negative	negative	true	false	false	false	deontic	acceptability	unacceptable			
 mark	mk13_22b	b.MAR.13.22	δυνατός	possum	ἐγερθήσονται γὰρ ψευδόχριστοι καὶ ψευδοπροφῆται καὶ δώσουσιν σημεῖα καὶ τέρατα πρὸς τὸ ἀποπλανᾶν , εἰ δυνατόν { ἀποπλανᾶν } , τοὺς ἐκλεκτούς .	exsurgent enim pseudochristi et pseudoprophetae et dabunt signa et portenta ad seduce ndos si potest fieri etiam electos	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	possibility	situational			si
 mark	mk14_05	b.MAR.14.5	δύναμαι	possum	ἠδύνατο γὰρ τοῦτο τὸ μύρον πραθῆναι ἐπάνω δηναρίων τριακοσίων καὶ δοθῆναι τοῖς πτωχοῖς · καὶ ἐνεβριμῶντο αὐτῇ.	poterat enim unguentum istud veniri plus quam trecentis denariis et dari pauperibus et fremebant in eam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	dynamic	possibility	situational			su
 mark	mk14_05	b.MAR.14.5	δύναμαι	possum	ἠδύνατο γὰρ τοῦτο τὸ μύρον πραθῆναι ἐπάνω δηναρίων τριακοσίων καὶ δοθῆναι τοῖς πτωχοῖς · καὶ ἐνεβριμῶντο αὐτῇ.	poterat enim unguentum istud veniri plus quam trecentis denariis et dari pauperibus et fremebant in eam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	deontic	acceptability	desirable		pragmatic	su
 mark	mk14_05	b.MAR.14.5	δύναμαι	possum	ἠδύνατο γὰρ τοῦτο τὸ μύρον πραθῆναι ἐπάνω δηναρίων τριακοσίων καὶ δοθῆναι τοῖς πτωχοῖς · καὶ ἐνεβριμῶντο αὐτῇ.	poterat enim unguentum istud veniri plus quam trecentis denariis et dari pauperibus et fremebant in eam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	dynamic	possibility	situational			su
 mark	mk14_05	b.MAR.14.5	δύναμαι	possum	ἠδύνατο γὰρ τοῦτο τὸ μύρον πραθῆναι ἐπάνω δηναρίων τριακοσίων καὶ δοθῆναι τοῖς πτωχοῖς · καὶ ἐνεβριμῶντο αὐτῇ.	poterat enim unguentum istud veniri plus quam trecentis denariis et dari pauperibus et fremebant in eam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	true	deontic	acceptability	desirable		pragmatic	su
 mark	mk14_07b	b.MAR.14.7	δύναμαι	possum	πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθ’ ἑαυτῶν καὶ ὅταν θέλητε { αὐτοῖς εὖ ποιῆσαι } δύνασθε αὐτοῖς εὖ ποιῆσαι , ἐμὲ δὲ οὐ πάντοτε ἔχετε.	semper enim pauperes habetis vobiscum et cum volueritis { illis benefacere } potestis illis benefacere me autem non semper habetis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-imposed			
 mark	mk14_07	b.MAR.14.7	θέλω	volo	πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθ’ ἑαυτῶν καὶ ὅταν θέλητε { αὐτοῖς εὖ ποιῆσαι } δύνασθε αὐτοῖς εὖ ποιῆσαι , ἐμὲ δὲ οὐ πάντοτε ἔχετε.	semper enim pauperes habetis vobiscum et cum volueritis { illis benefacere } potestis illis benefacere me autem non semper habetis	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 mark	mk14_12	b.MAR.14.12	θέλω	volo	Καὶ τῇ πρώτῃ ἡμέρᾳ τῶν ἀζύμων, ὅτε τὸ πάσχα ἔθυον, λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ· ποῦ θέλεις ἀπελθόντες ἑτοιμάσωμεν ἵνα φάγῃς τὸ πάσχα ;	et primo die azymorum quando pascha immolabant dicunt ei discipuli quo vis eamus et paremus tibi ut manduces pascha	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s04
 mark	mk14_12	b.MAR.14.12	θέλω	volo	Καὶ τῇ πρώτῃ ἡμέρᾳ τῶν ἀζύμων, ὅτε τὸ πάσχα ἔθυον, λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ· ποῦ θέλεις ἀπελθόντες ἑτοιμάσωμεν ἵνα φάγῃς τὸ πάσχα ;	et primo die azymorum quando pascha immolabant dicunt ei discipuli quo vis eamus et paremus tibi ut manduces pascha	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s04
 mark	mk14_31	b.MAR.14.31	δεῖ	oportet	ὁ δὲ ἐκπερισσῶς ἐλάλει· ἐὰν δέῃ με συναποθανεῖν σοι , οὐ μή σε ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον .	at ille amplius loquebatur et si oportuerit me simul conmori tibi non te negabo similiter autem et omnes dicebant	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	necessity	situational			sd
 mark	mk14_35	b.MAR.14.35	δυνατός εἰμί	possum	καὶ προελθὼν μικρὸν ἔπιπτεν ἐπὶ τῆς γῆς καὶ προσηύχετο ἵνα εἰ δυνατόν ἐστιν { παρελθεῖν ἀπ’ αὐτοῦ ἡ ὥρα } παρέλθῃ ἀπ’ αὐτοῦ ἡ ὥρα ,	et cum processisset paululum procidit super terram et orabat ut si fieri posset transiret ab eo hora	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	false	false	dynamic	possibility	situational			
 mark	mk14_36	b.MAR.14.36	δυνατός	possibilis	καὶ ἔλεγεν· αββα ὁ πατήρ, πάντα δυνατά σοι · παρένεγκε τὸ ποτήριον τοῦτο ἀπ’ ἐμοῦ· ἀλλ’ οὐ τί ἐγὼ θέλω ἀλλὰ τί σύ.	et dixit Abba Pater omnia possibilia tibi sunt transfer calicem hunc a me sed non quod ego volo sed quod tu	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	dynamic	possibility	situational			sepsilon
 mark	mk14_36b	b.MAR.14.36	θέλω	volo	καὶ ἔλεγεν· αββα ὁ πατήρ, πάντα δυνατά σοι · παρένεγκε τὸ ποτήριον τοῦτο ἀπ’ ἐμοῦ· ἀλλ’ οὐ τί ἐγὼ θέλω ἀλλὰ τί σύ.	et dixit Abba Pater omnia possibilia tibi sunt transfer calicem hunc a me sed non quod ego volo sed quod tu	false	false	non-interrogative	non-interrogative	affirmative	affirmative	false			false	deontic	volition				sepsilon
 mark	mk14_37	b.MAR.14.37	ἰσχύω	possum	καὶ ἔρχεται καὶ εὑρίσκει αὐτοὺς καθεύδοντας, καὶ λέγει τῷ Πέτρῳ· Σίμων, καθεύδεις; οὐκ ἴσχυσας μίαν ὥραν γρηγορῆσαι ;	et venit et invenit eos dormientes et ait Petro Simon dormis non potuisti una hora vigilare	false	false	non-interrogative	non-interrogative	negative	negative	true	false	true	false	dynamic	possibility	participant-inherent			st
 mark	mk15_09	b.MAR.15.9	θέλω	volo	ὁ δὲ Πιλᾶτος ἀπεκρίθη αὐτοῖς λέγων· θέλετε ἀπολύσω ὑμῖν τὸν βασιλέα τῶν Ἰουδαίων ;	Pilatus autem respondit eis et dixit vultis dimittam vobis regem Iudaeorum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s14
 mark	mk15_12	b.MAR.15.12	θέλω	volo	ὁ δὲ Πιλᾶτος πάλιν ἀποκριθεὶς ἔλεγεν αὐτοῖς· τί οὖν θέλετε ποιήσω ὃν λέγετε τὸν βασιλέα τῶν Ἰουδαίων ;	Pilatus autem iterum respondens ait illis quid ergo vultis faciam regi Iudaeorum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				szeta
 mark	mk15_15	b.MAR.15.15	βούλομαι	volo	Ὁ δὲ Πιλᾶτος βουλόμενος τῷ ὄχλῳ τὸ ἱκανὸν ποιῆσαι ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν, καὶ παρέδωκεν τὸν Ἰησοῦν φραγελλώσας ἵνα σταυρωθῇ.	Pilatus autem volens populo satisfacere dimisit illis Barabban et tradidit Iesum flagellis caesum ut crucifigeretur	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 mark	mk15_31	b.MAR.15.31	δύναμαι	possum	ὁμοίως καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες πρὸς ἀλλήλους μετὰ τῶν γραμματέων ἔλεγον· ἄλλους ἔσωσεν, ἑαυτὸν οὐ δύναται σῶσαι ·	similiter et summi sacerdotes ludentes ad alterutrum cum scribis dicebant alios salvos fecit se ipsum non potest salvum facere	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			sp
 matthew	mt01_19	b.MAT.1.19	θέλω	nolo	Ἰωσὴφ δὲ ὁ ἀνὴρ αὐτῆς, δίκαιος ὢν καὶ μὴ θέλων αὐτὴν δειγματίσαι , ἐβουλήθη λάθρᾳ ἀπολῦσαι αὐτήν .	Ioseph autem vir eius cum esset iustus et nollet eam traducere voluit occulte dimittere eam	false	false	non-interrogative	non-interrogative	negative	affirmative	true	true	true	false	deontic	intention				
 matthew	mt01_19b	b.MAT.1.19	βούλομαι	volo	Ἰωσὴφ δὲ ὁ ἀνὴρ αὐτῆς, δίκαιος ὢν καὶ μὴ θέλων αὐτὴν δειγματίσαι , ἐβουλήθη λάθρᾳ ἀπολῦσαι αὐτήν .	Ioseph autem vir eius cum esset iustus et nollet eam traducere voluit occulte dimittere eam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	intention				
 matthew	mt02_18	b.MAT.2.18	ἐθέλω	nolo	φωνὴ ἐν Ῥαμὰ ἠκούσθη, κλαυθμὸς καὶ ὀδυρμὸς πολύς· Ῥαχὴλ κλαίουσα τὰ τέκνα αὐτῆς , καὶ οὐκ ἤθελεν παρακληθῆναι, ὅτι οὐκ εἰσίν .	vox in Rama audita est ploratus et ululatus multus Rachel plorans filios suos et noluit consolari quia non sunt	false	false	non-interrogative	non-interrogative	negative	affirmative	true	true	ambiguous	false	deontic	volition				
 matthew	mt03_07	b.MAT.3.7	μέλλω	turus	Ἰδὼν δὲ πολλοὺς τῶν Φαρισαίων καὶ Σαδδουκαίων ἐρχομένους ἐπὶ τὸ βάπτισμα αὐτοῦ εἶπεν αὐτοῖς· γεννήματα ἐχιδνῶν, τίς ὑπέδειξεν ὑμῖν φυγεῖν ἀπὸ τῆς μελλούσης ὀργῆς ;	videns autem multos Pharisaeorum et Sadducaeorum venientes ad baptismum suum dixit eis progenies viperarum quis demonstravit vobis fugere a fu tura ira	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	false	false	dynamic	necessity	situational	inevitability		sv
 matthew	mt03_09	b.MAT.3.9	not preselected	volo	καὶ μὴ δόξητε λέγειν ἐν ἑαυτοῖς· πατέρα ἔχομεν τὸν Ἀβραάμ. λέγω γὰρ ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ .	et ne velitis dicere intra vos patrem habemus Abraham dico enim vobis quoniam potest Deus de lapidibus istis suscitare filios Abrahae	false	false		non-interrogative		negative	true	true	true	false	deontic	volition				s02
 matthew	mt03_09b	b.MAT.3.9	δύναμαι	possum	καὶ μὴ δόξητε λέγειν ἐν ἑαυτοῖς· πατέρα ἔχομεν τὸν Ἀβραάμ. λέγω γὰρ ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ .	et ne velitis dicere intra vos patrem habemus Abraham dico enim vobis quoniam potest Deus de lapidibus istis suscitare filios Abrahae	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			s02
 matthew	mt03_14	b.MAT.3.14	χρείαν ἔχω	debeo	ὁ δὲ Ἰωάννης διεκώλυεν αὐτὸν λέγων· ἐγὼ χρείαν ἔχω ὑπὸ σοῦ βαπτισθῆναι , καὶ σὺ ἔρχῃ πρός με ;	Iohannes autem prohibebat eum dicens ego a te debeo baptizari et tu venis ad me	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	necessity	participant-imposed			sζ
 matthew	mt03_15	b.MAT.3.15	πρέπω	decet	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν πρὸς αὐτόν· ἄφες ἄρτι, οὕτως γὰρ πρέπον ἐστὶν ἡμῖν πληρῶσαι πᾶσαν δικαιοσύνην . τότε ἀφίησιν αὐτόν.	respondens autem Iesus dixit ei sine modo sic enim decet nos implere omnem iustitiam tunc dimisit eum	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	acceptability	desirable			sη
 matthew	mt05_14	b.MAT.5.14	δύναμαι	possum	Ὑμεῖς ἐστε τὸ φῶς τοῦ κόσμου. οὐ δύναται πόλις κρυβῆναι ἐπάνω ὄρους κειμένη·	vos estis lux mundi non potest civitas abscondi supra montem posita	false	false	non-interrogative	non-interrogative	negative	negative	true	ambiguous	true	false	dynamic	possibility	situational			
 matthew	mt05_36	b.MAT.5.36	δύναμαι	possum	μήτε ἐν τῇ κεφαλῇ σου ὀμόσῃς, ὅτι οὐ δύνασαι μίαν τρίχα λευκὴν ποιῆσαι ἢ μέλαιναν .	neque per caput tuum iuraveris quia non potes unum capillum album facere aut nigrum	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-inherent			
 matthew	mt05_40	b.MAT.5.40	θέλω	volo	καὶ τῷ θέλοντί σοι κριθῆναι καὶ τὸν χιτῶνά σου λαβεῖν , ἄφες αὐτῷ καὶ τὸ ἱμάτιον·	et ei qui vult tecum iudicio contendere et tunicam tuam tollere remitte ei et pallium	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt05_40	b.MAT.5.40	θέλω	volo	καὶ τῷ θέλοντί σοι κριθῆναι καὶ τὸν χιτῶνά σου λαβεῖν , ἄφες αὐτῷ καὶ τὸ ἱμάτιον·	et ei qui vult tecum iudicio contendere et tunicam tuam tollere remitte ei et pallium	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt05_42	b.MAT.5.42	θέλω	volo	τῷ αἰτοῦντί σε δός, καὶ τὸν θέλοντα ἀπὸ σοῦ δανίσασθαι μὴ ἀποστραφῇς.	qui petit a te da ei et volenti mutuari a te ne avertaris	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				
 matthew	mt06_08b	b.MAT.6.8	χρείαν ἔχω	opus est	μὴ οὖν ὁμοιωθῆτε αὐτοῖς· οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν.	nolite ergo adsimilari eis scit enim Pater vester quibus opus sit vobis antequam petatis eum	false	false	interrogative	interrogative	affirmative	affirmative	false			false	dynamic	necessity	participant-imposed			
 matthew	mt06_24	b.MAT.6.24	δύναμαι	possum	Οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν · ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει. οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ .	nemo potest duobus dominis servire aut enim unum odio habebit et alterum diliget aut unum sustinebit et alterum contemnet non potestis Deo servire et mamonae	false	false	non-interrogative	non-interrogative	negative	negative	true	ambiguous	true	true	dynamic	possibility	participant-imposed			sr
 matthew	mt06_24	b.MAT.6.24	δύναμαι	possum	Οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν · ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει. οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ .	nemo potest duobus dominis servire aut enim unum odio habebit et alterum diliget aut unum sustinebit et alterum contemnet non potestis Deo servire et mamonae	false	false	non-interrogative	non-interrogative	negative	negative	true	ambiguous	true	true	dynamic	possibility	participant-inherent			sr
 matthew	mt06_24b	b.MAT.6.24	δύναμαι	possum	Οὐδεὶς δύναται δυσὶ κυρίοις δουλεύειν · ἢ γὰρ τὸν ἕνα μισήσει καὶ τὸν ἕτερον ἀγαπήσει, ἢ ἑνὸς ἀνθέξεται καὶ τοῦ ἑτέρου καταφρονήσει. οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ .	nemo potest duobus dominis servire aut enim unum odio habebit et alterum diliget aut unum sustinebit et alterum contemnet non potestis Deo servire et mamonae	false	false	non-interrogative	non-interrogative	negative	negative	true	ambiguous	true	false	dynamic	possibility	participant-imposed			sr
 matthew	mt06_27	b.MAT.6.27	δύναμαι	possum	τίς δὲ ἐξ ὑμῶν μεριμνῶν δύναται προσθεῖναι ἐπὶ τὴν ἡλικίαν αὐτοῦ πῆχυν ἕνα ;	quis autem vestrum cogitans potest adicere ad staturam suam cubitum unum	false	false	interrogative	interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent		rhetoric	s09
 matthew	mt07_12	b.MAT.7.12	θέλω	volo	Πάντα οὖν ὅσα ἐὰν θέλητε ἵνα ποιῶσιν ὑμῖν οἱ ἄνθρωποι , οὕτως καὶ ὑμεῖς ποιεῖτε αὐτοῖς· οὗτος γάρ ἐστιν ὁ νόμος καὶ οἱ προφῆται.	omnia ergo quaecumque vultis ut faciant vobis homines et vos facite eis haec est enim lex et prophetae	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s15
 matthew	mt11_27	b.MAT.11.27	βούλομαι	volo	Πάντα μοι παρεδόθη ὑπὸ τοῦ πατρός μου, καὶ οὐδεὶς ἐπιγινώσκει τὸν υἱὸν εἰ μὴ ὁ πατήρ, οὐδὲ τὸν πατέρα τις ἐπιγινώσκει εἰ μὴ ὁ υἱὸς καὶ ᾧ ἐὰν βούληται ὁ υἱὸς ἀποκαλύψαι .	omnia mihi tradita sunt a Patre meo et nemo novit Filium nisi Pater neque Patrem quis novit nisi Filius et cui voluerit Filius revelare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	false	true	false	deontic	volition				s10
 matthew	mt07_18	b.MAT.7.18	δύναμαι	possum	οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ποιεῖν οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ποιεῖν .	non potest arbor bona fructus malos facere neque arbor mala fructus bonos facere	false	false	non-interrogative	non-interrogative	negative	negative	true	true	false	false	dynamic	possibility	situational			
 matthew	mt07_18	b.MAT.7.18	δύναμαι	possum	οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ποιεῖν οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ποιεῖν .	non potest arbor bona fructus malos facere neque arbor mala fructus bonos facere	false	false	non-interrogative	non-interrogative	negative	negative	true	true	false	false	dynamic	possibility	situational			
 matthew	mt08_02	b.MAT.8.2	θέλω	volo	καὶ ἰδοὺ λεπρὸς προσελθὼν προσεκύνει αὐτῷ λέγων· κύριε , ἐὰν θέλῃς { με καθαρίσαι } δύνασαί με καθαρίσαι .	et ecce leprosus veniens adorabat eum dicens Domine si vis { me mundare } potes me mundare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s03
 matthew	mt08_02b	b.MAT.8.2	δύναμαι	possum	καὶ ἰδοὺ λεπρὸς προσελθὼν προσεκύνει αὐτῷ λέγων· κύριε , ἐὰν θέλῃς { με καθαρίσαι } δύνασαί με καθαρίσαι .	et ecce leprosus veniens adorabat eum dicens Domine si vis { me mundare } potes me mundare	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			s03
 matthew	mt08_03	b.MAT.8.3	θέλω	volo	καὶ ἐκτείνας τὴν χεῖρα ἥψατο αὐτοῦ λέγων· θέλω { σε καθαρίσαι } , καθαρίσθητι· καὶ εὐθέως ἐκαθαρίσθη αὐτοῦ ἡ λέπρα.	et extendens manum tetigit eum Iesus dicens volo mundare et confestim mundata est lepra eius	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	deontic	volition				s07
 matthew	mt08_28	b.MAT.8.28	ἰσχύω	possum	Καὶ ἐλθόντος αὐτοῦ εἰς τὸ πέραν εἰς τὴν χώραν τῶν Γαδαρηνῶν ὑπήντησαν αὐτῷ δύο δαιμονιζόμενοι ἐκ τῶν μνημείων ἐξερχόμενοι, χαλεποὶ λίαν, ὥστε μὴ ἰσχύειν τινὰ παρελθεῖν διὰ τῆς ὁδοῦ ἐκείνης .	et cum venisset trans fretum in regionem Gerasenorum occurrerunt ei duo habentes daemonia de monumentis exeuntes saevi nimis ita ut nemo posset transire per viam illam	false	false	non-interrogative	non-interrogative	negative	negative	true	true	true	false	dynamic	possibility	participant-imposed			
 matthew	mt09_06	b.MAT.9.6	ἐξουσίαν ἔχω	potestatem habeo	ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας – τότε λέγει τῷ παραλυτικῷ· ἐγερθεὶς ἆρόν σου τὴν κλίνην καὶ ὕπαγε εἰς τὸν οἶκόν σου.	ut sciatis autem quoniam Filius hominis habet potestatem in terra dimittendi peccata tunc ait paralytico surge tolle lectum tuum et vade in domum tuam	false	false	non-interrogative	non-interrogative	affirmative	affirmative	true	true	true	false	dynamic	possibility	participant-inherent			sq
 matthew	mt09_12	b.MAT.9.12	χρείαν ἔχω	opus est	Ὁ δὲ ἀκούσας εἶπεν· οὐ χρείαν ἔχουσιν οἱ ἰσχύοντες ἰατροῦ ἀλλ’ { χρείαν ἔχουσιν ἰατροῦ } οἱ κακῶς ἔχοντες.	at Iesus audiens ait non est opus valentibus medico sed { est opus medico } male habentibus	false	false	non-interrogative	non-interrogative	negative	negative	false			false	dynamic	necessity	participant-inherent			sα
 matthew	mt09_12c	b.MAT.9.12	χρείαν ἔχω	opus est	Ὁ δὲ ἀκούσας εἶπεν· οὐ χρείαν ἔχουσιν οἱ ἰσχύοντες ἰατροῦ ἀλλ’ { χρείαν ἔχουσιν ἰατροῦ } οἱ κακῶς ἔχοντες.	at Iesus audiens ait non est opus valentibus medico sed { est opus medico } male habentibus	true	true	non-interrogative	non-interrogative	affirmative	affirmative	false			false	dynamic	necessity	participant-inherent			sα
